Date,Ticker,Attribute,Value
2020-04-16,MSFT,Open,174.3000030517578
2020-04-17,MSFT,Open,179.5
2020-04-20,MSFT,Open,176.6300048828125
2020-04-21,MSFT,Open,173.5
2020-04-22,MSFT,Open,171.38999938964844
2020-04-23,MSFT,Open,174.11000061035156
2020-04-24,MSFT,Open,172.05999755859375
2020-04-27,MSFT,Open,176.58999633789062
2020-04-28,MSFT,Open,175.58999633789062
2020-04-29,MSFT,Open,173.22000122070312
2020-04-30,MSFT,Open,180.0
2020-05-01,MSFT,Open,175.8000030517578
2020-05-04,MSFT,Open,174.49000549316406
2020-05-05,MSFT,Open,180.6199951171875
2020-05-06,MSFT,Open,182.0800018310547
2020-05-07,MSFT,Open,184.1699981689453
2020-05-08,MSFT,Open,184.97999572753906
2020-05-11,MSFT,Open,183.14999389648438
2020-05-12,MSFT,Open,186.8000030517578
2020-05-13,MSFT,Open,182.5500030517578
2020-05-14,MSFT,Open,177.5399932861328
